산업군,고객사,제품구분,재고품질상태,상태사유,사업장,제품군,창고코드,LOT NO,품번,Item desc,제품명,수량,중량,단위,거래처,부동개월,폭,두께,높이,재고생성일,창고입고일,창고경과일
구동,,반제품,합격,,천안,MT,C05,HRM1PR38220426004,HPRM020042,MT_200*45.2_(SG2-PHEV)_Rotor_25PNX1250F_[자]_[정]_[P],MT_200*45.2_(SG2-PHEV)_Rotor_25PNX1250F,93,157.66,EA,1232:모비스,0,200,0.25,45.2,2022-04-26,2022-04-26,29
구동,,반제품,합격,,천안,MT,403,HRM1PR38220429005,HPRM020042,MT_200*45.2_(SG2-PHEV)_Rotor_25PNX1250F_[자]_[정]_[P],MT_200*45.2_(SG2-PHEV)_Rotor_25PNX1250F,121,205.12,EA,1232:모비스,0,200,0.25,45.2,2022-04-29,2022-04-29,26
구동,,반제품,합격,,천안,MT,E07,HRM1PR20220410004,HPRM021201,MT_212*69_(10KW)_Rotor_30PNF1600_[자]_[정]_[P],MT_212*69_(10KW)_Rotor_30PNF1600,17,81.56,EA,1133:맥스,1,212,0.3,69,2022-04-10,2022-04-12,43
전장,,반제품,합격,,천안,MT,404,HSM1PR14220406002,HPSM002601,MT_26.4*12.25_Stator_35PN 230_[자]_[정]_[P],MT_26.4*12.25_Stator_35PN 230,2055,51.57,EA,1072:PTCO,1,26.4,0.5,12.25,2022-04-06,2022-04-06,49
전장,,반제품,합격,,천안,MT,404,HSM1PR14220406003,HPSM002601,MT_26.4*12.25_Stator_35PN 230_[자]_[정]_[P],MT_26.4*12.25_Stator_35PN 230,3418,85.77,EA,1072:PTCO,1,26.4,0.5,12.25,2022-04-06,2022-04-06,49
전장,,반제품,합격,,천안,MT,404,HSM1PR14220407001,HPSM002601,MT_26.4*12.25_Stator_35PN 230_[자]_[정]_[P],MT_26.4*12.25_Stator_35PN 230,5166,129.64,EA,1072:PTCO,1,26.4,0.5,12.25,2022-04-06,2022-04-07,48
전장,,반제품,합격,,천안,MT,404,HSM1PR14220501003,HPSM002601,MT_26.4*12.25_Stator_35PN 230_[자]_[정]_[P],MT_26.4*12.25_Stator_35PN 230,2184,54.81,EA,1072:PTCO,0,26.4,0.5,12.25,2022-05-01,2022-05-01,24
전장,,반제품,합격,,천안,MT,404,HSM1PR14220501004,HPSM002601,MT_26.4*12.25_Stator_35PN 230_[자]_[정]_[P],MT_26.4*12.25_Stator_35PN 230,1595,40.03,EA,1072:PTCO,0,26.4,0.5,12.25,2022-05-01,2022-05-01,24
전장,,반제품,합격,,천안,MT,404,HSM1PR16220515004,HPSM003605,MT_36.75*26(BLDC)_Stator_50PN 800_[자]_[정]_[P],MT_36.75*26(BLDC)_Stator_50PN 800,700,54.07,EA,1213:코스,0,36.75,0.5,26,2022-05-15,2022-05-15,10
전장,,반제품,합격,,천안,MT,404,HSM1PR16220516001,HPSM003605,MT_36.75*26(BLDC)_Stator_50PN 800_[자]_[정]_[P],MT_36.75*26(BLDC)_Stator_50PN 800,1260,97.32,EA,1213:코스,0,36.75,0.5,26,2022-05-15,2022-05-16,09
전장,,반제품,합격,,천안,MT,404,HSM1PR19220525012,HPSM008634,MT_86*43.5_(TM C)_Stator_50PN 290_[자]_[정]_[P],MT_86*43.5_(TM C)_Stator_50PN 290,377,144.25,EA,1664:도클로제,0,86,0.5,43.5,2022-05-25,2022-05-25,00
전장,,반제품,합격,,천안,MT,404,HSM1PR19220525011,HPSM008635,MT_86*43.5_(TM C)_Stator(Brace)_50PN 290_[자]_[정]_[P],MT_86*43.5_(TM C)_Stator(Brace)_50PN 290,377,127.56,EA,1664:도클로제,0,86,0.5,43.5,2022-05-25,2022-05-25,00
전장,,반제품,,,천안,MT,D11,HSM1PR19190523001,HPSM008647,MT_86*21.5_(EBB)_Stator_JS-50A310_[자]_[정]_[P],MT_86*21.5_(EBB)_Stator_JS-50A310,62,11.89,EA,1664:도클로제,0,86,0.5,21.5,2019-05-21,2022-02-18,96
전장,,반제품,,,천안,MT,D11,HSM1PR19190523002,HPSM008648,MT_86*21.5_(EBB)_Stator(Brace)_JS-50A310_[자]_[정]_[P],MT_86*21.5_(EBB)_Stator(Brace)_JS-50A310,62,10.5,EA,1664:도클로제,0,86,0.5,21.5,2019-05-21,2022-02-18,96
전장,,반제품,합격,,천안,MT,404,HSM1PR33220521003,HPSM009501,MT_95.4*18_Stator_50PN 470_[자]_[정]_[P],MT_95.4*18_Stator_50PN 470,426,173.13,EA,3704:비와이오토,0,95.4,0.5,18,2022-05-20,2022-05-21,04
전장,,반제품,,,천안,MT,390,HSM2PR24211126006,HPSM012806,MT_128*70(DN8 HSG)_Stator_30PNF1600_[자]_[정]_[P],MT_128*70(DN8 HSG)_Stator_30PNF1600,4,11.99,EA,4795:Y&W모티브,5,128,0.3,70,2021-11-25,2021-12-29,147
구동,,반제품,,,천안,MT,404,HSM1PR34220221001,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,2202,280.83,EA,1275:TMC INDA,3,145,0.27,31.05,2022-02-20,2022-03-31,55
구동,,반제품,합격,,천안,MT,404,HSM1PR34220412001,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,6905,880.63,EA,1275:TMC INDA,1,145,0.27,31.05,2022-04-11,2022-04-12,43
구동,,반제품,합격,,천안,MT,404,HSM1PR34220412002,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,3185,406.2,EA,1275:TMC INDA,1,145,0.27,31.05,2022-04-12,2022-04-12,43
구동,,반제품,합격,,천안,MT,404,HSM1PR34220412003,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,3780,482.08,EA,1275:TMC INDA,1,145,0.27,31.05,2022-04-12,2022-04-12,43
구동,,반제품,합격,,천안,MT,404,HSM1PR34220413001,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,6300,803.47,EA,1275:TMC INDA,1,145,0.27,31.05,2022-04-12,2022-04-13,42
구동,,반제품,합격,,천안,MT,404,HSM1PR34220413002,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,420,53.56,EA,1275:TMC INDA,1,145,0.27,31.05,2022-04-12,2022-04-13,42
구동,,반제품,합격,,천안,MT,404,HSM1PR34220413003,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,7140,910.6,EA,1275:TMC INDA,1,145,0.27,31.05,2022-04-13,2022-04-13,42
구동,,반제품,합격,,천안,MT,404,HSM1PR34220413004,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,720,91.83,EA,1275:TMC INDA,1,145,0.27,31.05,2022-04-13,2022-04-13,42
구동,,반제품,합격,,천안,MT,404,HSM1PR34220413005,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,1550,197.68,EA,1275:TMC INDA,1,145,0.27,31.05,2022-04-13,2022-04-13,42
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523007,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523008,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523009,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523010,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523011,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523012,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523013,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,50,6.38,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523014,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,70,8.93,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523015,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,50,6.38,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523016,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,40,5.1,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523017,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,50,6.38,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523018,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,70,8.93,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523019,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,160,20.41,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523020,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,160,20.41,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523021,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,160,20.41,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523022,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,140,17.85,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523023,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,170,21.68,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220523024,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,140,17.85,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524001,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524002,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524003,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524004,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524005,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524006,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524007,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,189,24.1,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524008,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,183,23.34,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524009,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,156,19.9,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524010,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,136,17.34,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524011,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,164,20.92,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524012,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,205,26.14,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524013,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,21,2.68,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524014,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,27,3.44,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524015,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,54,6.89,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524016,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,74,9.44,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524017,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,46,5.87,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524018,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,5,0.64,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524019,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524020,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524021,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524022,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524023,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524024,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524025,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524026,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524027,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524028,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524029,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524030,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524031,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524032,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524033,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524034,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524035,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524036,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524037,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,194,24.74,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524038,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,194,24.74,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524039,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,160,20.41,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524040,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,154,19.64,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524041,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,154,19.64,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524042,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,205,26.14,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524043,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,5,0.64,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524044,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,56,7.14,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524045,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,56,7.14,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524046,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,50,6.38,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524047,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,16,2.04,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524048,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,16,2.04,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524049,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524050,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524051,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524052,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524053,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220524054,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR34220525001,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR34220525002,HPSM014501,MT_145*31.05_Stator_27PNX1350F_[자]_[정]_[P],MT_145*31.05_Stator_27PNX1350F,210,26.78,EA,1275:TMC INDA,0,145,0.27,31.05,2022-05-24,2022-05-25,00
